상호명,지점명,상권업종소분류명,표준산업분류명,행정동명,법정동명,지번주소,도로명주소,경도,위도
커피랑커피말고/갤러리로드300,,카페,커피 전문점,장안2동,장안동,서울특별시 동대문구 장안동 300,서울특별시 동대문구 장한로 191,127.070884200825,37.5771584125789
모키커피앤티하우스,,카페,커피 전문점,문래동,문래동1가,서울특별시 영등포구 문래동1가 58-16,서울특별시 영등포구 경인로 732,126.894996105889,37.512128777526
솔리커피,,카페,커피 전문점,상암동,상암동,서울특별시 마포구 상암동 1674,서울특별시 마포구 월드컵로42길 14,126.882211517825,37.5782527415351
카페인중독등촌역점,,카페,커피 전문점,염창동,염창동,서울특별시 강서구 염창동 311,서울특별시 강서구 공항대로 557,126.867846197857,37.5497422932071
그라츠커피랩금천,구청점,카페,커피 전문점,독산1동,독산동,서울특별시 금천구 독산동 1155,서울특별시 금천구 시흥대로 291,126.897232500757,37.4600421173982
필리커피,,카페,커피 전문점,망원2동,망원동,서울특별시 마포구 망원동 517,서울특별시 마포구 월드컵로25길 26,126.905915153284,37.5583456858852
카페인중독,신촌점,카페,커피 전문점,대흥동,노고산동,서울특별시 마포구 노고산동 1-23,서울특별시 마포구 신촌로 140,126.941044355707,37.5561430890786
챗딜리셔스커피,,카페,커피 전문점,자양3동,자양동,서울특별시 광진구 자양동 578-7,서울특별시 광진구 능동로10길 109,127.075384026538,37.5355111848094
커브커피,,카페,커피 전문점,풍납2동,풍납동,서울특별시 송파구 풍납동 411-3,서울특별시 송파구 토성로15길 15-8,127.117410096012,37.5305255370162
매머드익스프레스에이스타워,마곡점,카페,커피 전문점,가양1동,마곡동,서울특별시 강서구 마곡동 797,서울특별시 강서구 공항대로 237,126.83389144215,37.5594403116087
리버디,,카페,커피 전문점,응암3동,응암동,서울특별시 은평구 응암동 123-41,서울특별시 은평구 응암로25길 11-1,126.916971261037,37.5952098666899
매머드익스프레스종로구청,북부점,카페,커피 전문점,종로1.2.3.4가동,수송동,서울특별시 종로구 수송동 130,서울특별시 종로구 종로5길 97,126.979064564211,37.5741654258635
플랫도어,,카페,커피 전문점,위례동,장지동,서울특별시 송파구 장지동 884,서울특별시 송파구 위례광장로 230,127.143743172614,37.4786109938929
카페라드,,카페,커피 전문점,독산1동,독산동,서울특별시 금천구 독산동 1155,서울특별시 금천구 시흥대로 291,126.897232500757,37.4600421173982
티노마드파티세리,,카페,커피 전문점,망원1동,망원동,서울특별시 마포구 망원동 417-14,서울특별시 마포구 망원로2길 17,126.9008728483,37.5556498022817
월랑월랑,,카페,커피 전문점,신월3동,신월동,서울특별시 양천구 신월동 205-3,서울특별시 양천구 남부순환로58길 19,126.831109768321,37.5302824007178
카페파브,,카페,커피 전문점,사당5동,사당동,서울특별시 동작구 사당동 236-16,서울특별시 동작구 솔밭로 59,126.966379470258,37.4819410720544
24시무인셀프카페,,카페,자동 판매기 운영업,등촌1동,등촌동,서울특별시 강서구 등촌동 654-5,서울특별시 강서구 화곡로64길 72,126.856864999429,37.5559166941082
이디야길동,중앙점,카페,커피 전문점,길동,길동,서울특별시 강동구 길동 252-92,서울특별시 강동구 명일로 200,127.14592148115,37.5365289720534
어스,,카페,커피 전문점,상봉1동,상봉동,서울특별시 중랑구 상봉동 220-5,서울특별시 중랑구 상봉중앙로10길 5,127.087539109612,37.6020941073477
카페하루플란트,,카페,커피 전문점,서초4동,서초동,서울특별시 서초구 서초동 1318,서울특별시 서초구 강남대로 411,127.026511881557,37.4991574226858
이디야커피당고개역점,,카페,커피 전문점,상계3.4동,상계동,서울특별시 노원구 상계동 111-491,서울특별시 노원구 상계로 313,127.080350349498,37.6708235517421
브라비,,카페,커피 전문점,석관동,석관동,서울특별시 성북구 석관동 210-1,서울특별시 성북구 한천로79길 34-6,127.060337670966,37.6109901927455
우즈커피,,카페,커피 전문점,연남동,연남동,서울특별시 마포구 연남동 487-269,서울특별시 마포구 성미산로17길 114,126.917080874632,37.5665399470369
컴포즈커피강북종합,시장점,카페,커피 전문점,수유3동,수유동,서울특별시 강북구 수유동 190-3,서울특별시 강북구 한천로 1055,127.025175044491,37.6409076918123
브라운미뉴엣,,카페,커피 전문점,망우본동,망우동,서울특별시 중랑구 망우동 340-19,서울특별시 중랑구 망우로 445,127.101399611225,37.600326282026
"미드메이,봄날",,카페,커피 전문점,서교동,동교동,서울특별시 마포구 동교동 177-6,서울특별시 마포구 신촌로2안길 40,126.929094476768,37.5568011867358
아레밀,,카페,커피 전문점,동선동,동선동1가,서울특별시 성북구 동선동1가 101,서울특별시 성북구 동소문로22길 11,127.017641776486,37.5925586445663
푸울,,카페,커피 전문점,불광2동,불광동,서울특별시 은평구 불광동 123-10,서울특별시 은평구 연서로 302,126.927226039602,37.6223434747074
까페시모목동41,타워점,카페,커피 전문점,목1동,목동,서울특별시 양천구 목동 917-9,서울특별시 양천구 목동동로 293,126.875752563272,37.5281659049786
카페마스트리스보트,,카페,커피 전문점,공릉1동,공릉동,서울특별시 노원구 공릉동 609-9,서울특별시 노원구 섬밭로 16,127.072775287027,37.6181887745056
오카페,,카페,커피 전문점,방학1동,방학동,서울특별시 도봉구 방학동 698-21,서울특별시 도봉구 도봉로145길 78,127.038249653049,37.6647301835691
커피스토어금천맥스점,롯데마트,카페,커피 전문점,독산1동,독산동,서울특별시 금천구 독산동 295-10,서울특별시 금천구 두산로 71,126.895652759415,37.4706147042166
에크하우스,,카페,커피 전문점,양재2동,양재동,서울특별시 서초구 양재동 328-6,서울특별시 서초구 강남대로8길 15-1,127.041712763644,37.4680960846943
자이데커피,대청점,카페,커피 전문점,일원1동,일원동,서울특별시 강남구 일원동 677-6,서울특별시 강남구 일원로3길 36,127.083271934428,37.4919345098716
에이엠커피,,카페,커피 전문점,망원2동,망원동,서울특별시 마포구 망원동 453-2,서울특별시 마포구 망원로 7-10,126.897886309231,37.5563247701555
카페델굴,,카페,커피 전문점,상계5동,상계동,서울특별시 노원구 상계동 456-82,서울특별시 노원구 한글비석로49길 5,127.066731474643,37.6639768530063
카페페르테,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 328-15,서울특별시 마포구 와우산로29길 22,126.928778322819,37.5551674374498
메가엠지씨커피강서,한강자이타워점,카페,커피 전문점,가양1동,가양동,서울특별시 강서구 가양동 1498,서울특별시 강서구 양천로 401,126.847626185028,37.5656931816477
이스트릿,,카페,기타 비알코올 음료점업,신촌동,대현동,서울특별시 서대문구 대현동 34-44,서울특별시 서대문구 이화여대길 88-19,126.943928549757,37.5594847507267
보에,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 460-26,서울특별시 마포구 월드컵북로5길 33,126.917089164349,37.5565835575258
블루샥,구로디지털점,카페,커피 전문점,조원동,신림동,서울특별시 관악구 신림동 1655-8,서울특별시 관악구 시흥대로 566,126.902285728363,37.4831920827518
루나제이커피,,카페,커피 전문점,양평2동,양평동5가,서울특별시 영등포구 양평동5가 39,서울특별시 영등포구 양평로 149,126.89154970317,37.5386501617274
레프휘,,카페,커피 전문점,명일1동,명일동,서울특별시 강동구 명일동 339-6,서울특별시 강동구 양재대로136길 52,127.146602406094,37.548265647933
러블리베어,,카페,커피 전문점,논현1동,논현동,서울특별시 강남구 논현동 165-15,서울특별시 강남구 봉은사로1길 35,127.024034656323,37.5070121958227
더마실,,카페,커피 전문점,양평2동,양평동4가,서울특별시 영등포구 양평동4가 173-1,서울특별시 영등포구 양평로20길 8,126.895784203441,37.5377077021415
라라브레드,상암점,카페,커피 전문점,상암동,상암동,서울특별시 마포구 상암동 2-89,서울특별시 마포구 성암로15길 20,126.895712052395,37.5778752346206
하루카페,,카페,커피 전문점,독산3동,독산동,서울특별시 금천구 독산동 1144,서울특별시 금천구 시흥대로150길 6,126.899154361068,37.4754409620026
넛지커피,,카페,커피 전문점,서초3동,서초동,서울특별시 서초구 서초동 1713-4,서울특별시 서초구 법원로2길 15,127.012384278214,37.4941654506701
매머드익스프레스청량리삼성화재점,,카페,커피 전문점,용신동,용두동,서울특별시 동대문구 용두동 797,서울특별시 동대문구 고산자로34길 70,127.042179670206,37.5784427494079
백억커피,방이점,카페,커피 전문점,방이2동,방이동,서울특별시 송파구 방이동 34-2,서울특별시 송파구 오금로11길 11-8,127.108736083943,37.5149712259466
"카페,록",,카페,커피 전문점,사당5동,사당동,서울특별시 동작구 사당동 188-1,서울특별시 동작구 사당로2아길 2,126.96452440849,37.4901874789639
카페디지응암,본점,카페,커피 전문점,신사1동,신사동,서울특별시 은평구 신사동 15-59,서울특별시 은평구 갈현로1길 16-1,126.908358792325,37.5995185447491
솟대,,카페,커피 전문점,창신1동,창신동,서울특별시 종로구 창신동 326-6,서울특별시 종로구 종로 336,127.015040660157,37.5725428515969
카페게이트,남구로점,카페,커피 전문점,구로3동,구로동,서울특별시 구로구 구로동 797-46,서울특별시 구로구 디지털로27길 86,126.889433349468,37.484477601348
카페클래식,,카페,커피 전문점,부암동,홍지동,서울특별시 종로구 홍지동 63-9,서울특별시 종로구 홍지문길 27,126.956874170375,37.6018765319989
너쳐커피,,카페,커피 전문점,방배1동,방배동,서울특별시 서초구 방배동 914-1,서울특별시 서초구 효령로25길 24,126.994089131042,37.4821892530506
오티오커피,,카페,커피 전문점,효창동,효창동,서울특별시 용산구 효창동 3-188,서울특별시 용산구 임정로 59-1,126.957925820309,37.5451203706822
카페12Hz,,카페,커피 전문점,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 226-2,서울특별시 서대문구 거북골로 77,126.920407131881,37.5768512370661
매머드익스프레스목동,중앙점,카페,커피 전문점,목5동,목동,서울특별시 양천구 목동 905-33,서울특별시 양천구 목동서로 133-4,126.8760597988,37.531818037591
카페도토,,카페,커피 전문점,묵1동,묵동,서울특별시 중랑구 묵동 118-3,서울특별시 중랑구 숙선옹주로 47,127.0820508386,37.6146391090926
커픽스,,카페,커피 전문점,삼성동,신림동,서울특별시 관악구 신림동 395-48,서울특별시 관악구 신림로 161,126.933054301344,37.4734812986678
스페이스코르보문점,,카페,커피 전문점,보문동,보문동4가,서울특별시 성북구 보문동4가 116,서울특별시 성북구 고려대로2길 37,127.020840418416,37.58436772797
냥냥하우스,,카페,커피 전문점,강일동,강일동,서울특별시 강동구 강일동 676,서울특별시 강동구 아리수로93길 33-9,127.173174222586,37.5657189286176
미뉴엣,,카페,커피 전문점,휘경1동,휘경동,서울특별시 동대문구 휘경동 312-34,서울특별시 동대문구 망우로 19,127.055450699646,37.5881187765061
해브펀,,카페,커피 전문점,상도4동,상도동,서울특별시 동작구 상도동 207-2,서울특별시 동작구 장승배기로 8,126.943609349256,37.4994813489651
유월보름,,카페,커피 전문점,송천동,미아동,서울특별시 강북구 미아동 323-51,서울특별시 강북구 도봉로29길 16,127.027252639733,37.6206064937482
아도리커피,시흥점,카페,커피 전문점,시흥1동,시흥동,서울특별시 금천구 시흥동 985-9,서울특별시 금천구 시흥대로39길 8,126.902607270221,37.447279187014
그릭하다강서,발산점,카페,커피 전문점,우장산동,내발산동,서울특별시 강서구 내발산동 666-3,서울특별시 강서구 우장산로 5,126.837708620842,37.5548826906282
빽다방마들역점,,카페,커피 전문점,상계9동,상계동,서울특별시 노원구 상계동 649-1,서울특별시 노원구 동일로 1554,127.057509917569,37.6671922969871
히드,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 468-29,서울특별시 마포구 동교로15길 24,126.914418391155,37.5557841376312
주아루엘르,,카페,커피 전문점,문정2동,문정동,서울특별시 송파구 문정동 652-3,서울특별시 송파구 송파대로 141,127.123285326701,37.4828671702667
본부케,,카페,커피 전문점,역삼1동,역삼동,서울특별시 강남구 역삼동 810-10,서울특별시 강남구 강남대로106길 11,127.026506700069,37.50304092551
커피91스토리,,카페,커피 전문점,구로1동,구로동,서울특별시 구로구 구로동 685-124,서울특별시 구로구 구일로8길 92,126.876299581694,37.4977249159262
이디야서울대,중앙점,카페,커피 전문점,청룡동,봉천동,서울특별시 관악구 봉천동 883-1,서울특별시 관악구 남부순환로216길 2,126.948975100251,37.4813640319471
카페인중독,상계점,카페,커피 전문점,상계5동,상계동,서울특별시 노원구 상계동 140-191,서울특별시 노원구 수락산로 13,127.074333909002,37.6642169667424
언필드,,카페,커피 전문점,화양동,화양동,서울특별시 광진구 화양동 49-15,서울특별시 광진구 동일로22길 30,127.065922567677,37.54203242418
졸리테일즈,,카페,커피 전문점,화곡2동,화곡동,서울특별시 강서구 화곡동 849-20,서울특별시 강서구 곰달래로 198,126.855002691265,37.5311652276761
더벤티연신내역,사거리점,카페,커피 전문점,대조동,대조동,서울특별시 은평구 대조동 185-36,서울특별시 은평구 연서로 230,126.920801589662,37.6185275986075
허븐,,카페,커피 전문점,반포3동,잠원동,서울특별시 서초구 잠원동 103,서울특별시 서초구 신반포로 241,127.011476629525,37.5081151791672
매머드익스프레스숭실대점,,카페,커피 전문점,상도1동,상도동,서울특별시 동작구 상도동 505-4,서울특별시 동작구 사당로 24,126.957015853167,37.4950681974796
엔엘커피,,카페,커피 전문점,합정동,합정동,서울특별시 마포구 합정동 441-4,서울특별시 마포구 동교로 28,126.905598798708,37.5521165836108
비건생활연구소,,카페,커피 전문점,혜화동,명륜1가,서울특별시 종로구 명륜1가 31-20,서울특별시 종로구 혜화로 45,126.999089204509,37.5895194460566
카페아쥬르,,카페,커피 전문점,성내1동,성내동,서울특별시 강동구 성내동 538-4,서울특별시 강동구 성내로5길 15,127.123338146274,37.5305787014202
콰티디앙,,카페,커피 전문점,중곡2동,중곡동,서울특별시 광진구 중곡동 150-106,서울특별시 광진구 능동로48길 77,127.08682717761,37.5621091637188
헤로즈,,카페,커피 전문점,고척1동,고척동,서울특별시 구로구 고척동 76-22,서울특별시 구로구 중앙로3길 12,126.862928627386,37.5002009795707
드리즐러,,카페,커피 전문점,양평1동,양평동2가,서울특별시 영등포구 양평동2가 1-1,서울특별시 영등포구 선유서로 67,126.884441520328,37.522085186759
충당,,카페,커피 전문점,합정동,합정동,서울특별시 마포구 합정동 388-10,서울특별시 마포구 월드컵로3길 31-8,126.910880539304,37.5500209506633
와이와이케익,,카페,커피 전문점,석촌동,석촌동,서울특별시 송파구 석촌동 245-20,서울특별시 송파구 가락로5길 31-1,127.100983020029,37.5021354585781
이디야커피고척,사거리점,카페,커피 전문점,고척2동,고척동,서울특별시 구로구 고척동 195-13,서울특별시 구로구 고척로 228-6,126.858229440973,37.5057781510859
매머드익스프레스이수역점,,카페,커피 전문점,방배2동,방배동,서울특별시 서초구 방배동 421-1,서울특별시 서초구 서초대로 12,126.983648122791,37.4850463439058
감성커피,남성역점,카페,커피 전문점,사당5동,사당동,서울특별시 동작구 사당동 246-7,서울특별시 동작구 사당로 192,126.969512495043,37.4851581682119
부엉이까페,,카페,커피 전문점,청구동,신당동,서울특별시 중구 신당동 333-61,서울특별시 중구 다산로22길 23,127.013621124431,37.5574294981097
파스꾸찌문정르피에드점,,카페,커피 전문점,문정2동,문정동,서울특별시 송파구 문정동 652-3,서울특별시 송파구 송파대로 141,127.123285326701,37.4828671702667
마켓까눌레,,카페,커피 전문점,연희동,연희동,서울특별시 서대문구 연희동 717-22,서울특별시 서대문구 홍연길 69,126.93042115363,37.5764197971204
잔상,,카페,커피 전문점,삼선동,삼선동4가,서울특별시 성북구 삼선동4가 38-3,서울특별시 성북구 동소문로10길 33,127.011856053171,37.5890863948607
왕코미네탕후루,목동점,카페,커피 전문점,목5동,목동,서울특별시 양천구 목동 905-22,서울특별시 양천구 목동동로 339,126.876801162566,37.5321764964234
카페the사랑,,카페,커피 전문점,신길5동,신길동,서울특별시 영등포구 신길동 4965,서울특별시 영등포구 신길로29길 5,126.908939768671,37.5037975930379
커피프릭스,,카페,커피 전문점,서초3동,서초동,서울특별시 서초구 서초동 1463-18,서울특별시 서초구 반포대로 7,127.012441181568,37.4812537988636
컴포즈커피구로,궁동점,카페,커피 전문점,수궁동,궁동,서울특별시 구로구 궁동 189-42,서울특별시 구로구 부일로15길 36-2,126.833194428983,37.4944957613
돌담마루커피바,,카페,커피 전문점,망원1동,망원동,서울특별시 마포구 망원동 414-62,서울특별시 마포구 망원로 74,126.904958262638,37.5572195283375
고망고,상암점,카페,커피 전문점,상암동,상암동,서울특별시 마포구 상암동 1597,서울특별시 마포구 월드컵북로54길 17,126.88852858099,37.5813128310324
무카바,,카페,커피 전문점,성북동,성북동,서울특별시 성북구 성북동 114-4,서울특별시 성북구 성북로23길 3,126.995811651904,37.5932759705468
버터플로우,,카페,커피 전문점,동선동,동선동1가,서울특별시 성북구 동선동1가 85-60,서울특별시 성북구 동소문로20다길 30-7,127.018454299685,37.591907644912
비저스트,,카페,커피 전문점,양평1동,양평동1가,서울특별시 영등포구 양평동1가 9-39,서울특별시 영등포구 선유로22길 7,126.890716995385,37.5215315886102
원트커피,,카페,커피 전문점,구로3동,구로동,서울특별시 구로구 구로동 197-12,서울특별시 구로구 디지털로31길 61,126.891526719038,37.4859028941571
커피빈압구정로데오,2호점,카페,커피 전문점,압구정동,신사동,서울특별시 강남구 신사동 663-5,서울특별시 강남구 선릉로157길 22,127.038162567819,37.5263295234086
카페나루,,카페,커피 전문점,도화동,마포동,서울특별시 마포구 마포동 350,서울특별시 마포구 마포대로4다길 18,126.943915891685,37.5363188559319
빽다방일원영희초교점,,카페,커피 전문점,일원1동,일원동,서울특별시 강남구 일원동 683-9,서울특별시 강남구 일원로3길 20,127.082179974259,37.4915295651711
매머드익스프레스행당무학점,,카페,커피 전문점,행당1동,행당동,서울특별시 성동구 행당동 317-52,서울특별시 성동구 행당로 129,127.033289814299,37.5584932275214
커피빈종로와이비엠별관점,,카페,커피 전문점,종로1.2.3.4가동,종로2가,서울특별시 종로구 종로2가 56-15,서울특별시 종로구 종로 98,126.988394402793,37.5698666855626
믹스호호야,,카페,커피 전문점,중곡4동,중곡동,서울특별시 광진구 중곡동 81-7,서울특별시 광진구 자양로53길 99,127.089485430027,37.5566693304085
할리스길동포유르센티점,,카페,커피 전문점,길동,길동,서울특별시 강동구 길동 458,서울특별시 강동구 진황도로 104,127.137799614542,37.5353346211997
브이지지,,카페,커피 전문점,송파1동,송파동,서울특별시 송파구 송파동 58-18,서울특별시 송파구 석촌호수로 290,127.107424058763,37.511158852518
홍턴살롱,,카페,커피 전문점,서교동,동교동,서울특별시 마포구 동교동 200-1,서울특별시 마포구 월드컵북로4길 44,126.921855547407,37.5580508204426
브라운에넘,,카페,커피 전문점,약수동,신당동,서울특별시 중구 신당동 309-272,서울특별시 중구 동호로8나길 50-6,127.01410426504,37.5516848613139
에이시스커피하우스,,카페,커피 전문점,신정4동,신정동,서울특별시 양천구 신정동 1010-8,서울특별시 양천구 목동로9길 11,126.863208586844,37.5227567240478
베이스먼트,,카페,커피 전문점,여의동,여의도동,서울특별시 영등포구 여의도동 15-24,서울특별시 영등포구 은행로 3,126.919647983413,37.527503385244
두목커피,,카페,커피 전문점,잠원동,잠원동,서울특별시 서초구 잠원동 38-4,서울특별시 서초구 신반포로47길 26,127.019367494124,37.5118842799246
와겐커피,,카페,커피 전문점,방학1동,방학동,서울특별시 도봉구 방학동 716-14,서울특별시 도봉구 도봉로150마길 15,127.044945747295,37.6667037886184
카페열두시,,카페,커피 전문점,대치4동,대치동,서울특별시 강남구 대치동 911-13,서울특별시 강남구 역삼로 452,127.056647302227,37.5021951953832
카라바지오,,카페,커피 전문점,역삼2동,역삼동,서울특별시 강남구 역삼동 774-37,서울특별시 강남구 언주로71길 13,127.043874924797,37.4971457079605
컴포즈커피,역삼테헤란로점,카페,커피 전문점,역삼1동,역삼동,서울특별시 강남구 역삼동 828-21,서울특별시 강남구 테헤란로10길 25,127.033001346835,37.497570802009
엠무브커피,,카페,한식 일반 음식점업,망우3동,망우동,서울특별시 중랑구 망우동 118-1,서울특별시 중랑구 용마공원로9길 44,127.103646973745,37.5932971961908
3X라지커피,,카페,커피 전문점,가산동,가산동,서울특별시 금천구 가산동 464-2,서울특별시 금천구 벚꽃로 309,126.882545204463,37.4815833642367
비엔드,,카페,커피 전문점,성현동,봉천동,서울특별시 관악구 봉천동 41-200,서울특별시 관악구 은천로 177,126.954913710449,37.4860481193356
백억커피마포,대흥점,카페,커피 전문점,용강동,대흥동,서울특별시 마포구 대흥동 328-34,서울특별시 마포구 독막로 248,126.940956480275,37.546356996064
커피베이,면목점,카페,커피 전문점,면목본동,면목동,서울특별시 중랑구 면목동 102-51,서울특별시 중랑구 겸재로 187,127.088324295844,37.5887917453323
파티셔리마루,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 375-4,서울특별시 마포구 양화로15안길 3,126.919180392389,37.5544131961788
할리스,발산역점,카페,커피 전문점,발산1동,내발산동,서울특별시 강서구 내발산동 654,서울특별시 강서구 강서로 357,126.837371294358,37.5576545479214
이코이,,카페,커피 전문점,한남동,한남동,서울특별시 용산구 한남동 683-67,서울특별시 용산구 이태원로42길 34,127.000471478188,37.5360812532085
비비커피상일동역점,,카페,커피 전문점,고덕2동,고덕동,서울특별시 강동구 고덕동 187-1,서울특별시 강동구 고덕로83길 56,127.168805847651,37.5595160302802
더벤티구로이앤씨6차점,,카페,커피 전문점,구로3동,구로동,서울특별시 구로구 구로동 197-28,서울특별시 구로구 디지털로31길 41,126.89273629885,37.4851573575664
곰양,,카페,커피 전문점,성산2동,성산동,서울특별시 마포구 성산동 135-30,서울특별시 마포구 모래내로7길 30,126.911364272187,37.5673343438648
아킴,,카페,커피 전문점,자양1동,자양동,서울특별시 광진구 자양동 772-16,서울특별시 광진구 자양로19길 74,127.07948969305,37.5384086075799
이디야커피구로하버라인점,,카페,커피 전문점,항동,항동,서울특별시 구로구 항동 242-6,서울특별시 구로구 항동로3길 6,126.824249164841,37.4808013477786
더벤티잠실새내역점,,카페,커피 전문점,잠실본동,잠실동,서울특별시 송파구 잠실동 209-2,서울특별시 송파구 석촌호수로 84,127.086651600864,37.5087744445964
그레이덕,,카페,커피 전문점,성수2가1동,성수동2가,서울특별시 성동구 성수동2가 235-1,서울특별시 성동구 동일로 41,127.060554981187,37.5369259350812
포뮬라,,카페,커피 전문점,후암동,후암동,서울특별시 용산구 후암동 410-16,서울특별시 용산구 두텁바위로40길 24-4,126.983119292344,37.5473763837545
컴포즈커피,이화여대점,카페,커피 전문점,신촌동,대현동,서울특별시 서대문구 대현동 56-76,서울특별시 서대문구 이화여대길 37,126.945570522112,37.5586254178815
메가엠지씨커피역삼GFC점,,카페,커피 전문점,역삼1동,역삼동,서울특별시 강남구 역삼동 738-9,서울특별시 강남구 논현로 429,127.037403241084,37.4991295371952
콜렉티보서울,스퀘어점,카페,커피 전문점,회현동,남대문로5가,서울특별시 중구 남대문로5가 541,서울특별시 중구 한강대로 416,126.973739611968,37.5554947274348
커피롱블랙,,카페,커피 전문점,공덕동,공덕동,서울특별시 마포구 공덕동 119-5,서울특별시 마포구 마포대로14길 12,126.955707981592,37.5483535410486
카페이응,,카페,커피 전문점,명일1동,명일동,서울특별시 강동구 명일동 344-15,서울특별시 강동구 상암로 195,127.144176789332,37.546617181965
서울바나나커피,선릉점,카페,커피 전문점,대치4동,대치동,서울특별시 강남구 대치동 896-7,서울특별시 강남구 선릉로86길 26,127.051823864438,37.5035171721282
왁카노,,카페,커피 전문점,종로5.6가동,종로6가,서울특별시 종로구 종로6가 208-8,서울특별시 종로구 율곡로 263,127.006940879524,37.5738175457865
스트로베리32더라운지,,카페,커피 전문점,성수1가2동,성수동1가,서울특별시 성동구 성수동1가 656-395,서울특별시 성동구 왕십리로10길 9-31,127.046285076837,37.5468132046562
바이러닉에스프레소바,여의도점,카페,커피 전문점,여의동,여의도동,서울특별시 영등포구 여의도동 17,서울특별시 영등포구 의사당대로 38,126.919114096045,37.5252999551359
카페종달,,카페,커피 전문점,염창동,염창동,서울특별시 강서구 염창동 287-1,서울특별시 강서구 양천로67길 54,126.869397092079,37.5557039862139
그릿커피랩,신림점,카페,커피 전문점,신림동,신림동,서울특별시 관악구 신림동 1459-27,서울특별시 관악구 신림동길 33,126.924995695006,37.4867437990216
휴식,,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663
청수당베이커리,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 142-1,서울특별시 종로구 돈화문로11나길 31-13,126.989630218042,37.5739139347741
나이스카페인클럽여의도한강공원점,,카페,커피 전문점,여의동,여의도동,서울특별시 영등포구 여의도동 10-3,서울특별시 영등포구 은행로 60-1,126.925232245782,37.5301943946133
커피에반하다강일역점,,카페,자동 판매기 운영업,강일동,강일동,서울특별시 강동구 강일동 722,서울특별시 강동구 고덕로 433,127.173853534707,37.5575060620894
크로플각,,빵/도넛,커피 전문점,난곡동,신림동,서울특별시 관악구 신림동 619-36,서울특별시 관악구 난곡로34길 17,126.920267757733,37.4726983664139
카페인중독,명지대점,카페,커피 전문점,홍은2동,홍은동,서울특별시 서대문구 홍은동 410-42,서울특별시 서대문구 증가로10길 60-7,126.925500607201,37.579285455804
전통찻집,,카페,기타 비알코올 음료점업,을지로동,초동,서울특별시 중구 초동 54,서울특별시 중구 마른내로2길 19,126.992011825569,37.5635182480511
블루샥,구의역점,카페,커피 전문점,자양2동,자양동,서울특별시 광진구 자양동 216-7,서울특별시 광진구 아차산로 382,127.085270817658,37.5366424136561
소디스에스프레소바샤로수길,,카페,커피 전문점,낙성대동,봉천동,서울특별시 관악구 봉천동 1613-14,서울특별시 관악구 남부순환로230길 45,126.955488886806,37.4780338401582
카페홈즈중곡역점,,카페,커피 전문점,중곡3동,중곡동,서울특별시 광진구 중곡동 166-6,서울특별시 광진구 능동로 407,127.083764352617,37.5654283264496
매머드익스프레스한남순천향,병원점,카페,커피 전문점,한남동,한남동,서울특별시 용산구 한남동 639-1,서울특별시 용산구 대사관로 66,127.00531906499,37.5331667467162
연남동콤부차,,카페,커피 전문점,연남동,연남동,서울특별시 마포구 연남동 227-5,서울특별시 마포구 동교로46길 42,126.926788996751,37.5620873701228
디저트문,,카페,커피 전문점,신림동,신림동,서울특별시 관악구 신림동 1432-64,서울특별시 관악구 신림로67길 9,126.928793887957,37.4860304278065
마이블루투모로우,,카페,커피 전문점,이태원2동,이태원동,서울특별시 용산구 이태원동 400,서울특별시 용산구 녹사평대로40나길 39-4,126.98857689345,37.5362683109027
매머드익스프레스여의도공원점,,카페,커피 전문점,여의동,여의도동,서울특별시 영등포구 여의도동 10-3,서울특별시 영등포구 은행로 60-1,126.925232245782,37.5301943946133
카라즈스퀘어,,카페,커피 전문점,송파1동,송파동,서울특별시 송파구 송파동 141-1,서울특별시 송파구 오금로 174,127.113646405801,37.5091512937271
더코너샵,,카페,커피 전문점,동선동,동선동3가,서울특별시 성북구 동선동3가 31,서울특별시 성북구 동소문로26라길 25,127.020735217872,37.594990128843
컵CUB,,카페,커피 전문점,오금동,오금동,서울특별시 송파구 오금동 133-23,서울특별시 송파구 마천로 196,127.140524171337,37.5020062696098
마커마크,,카페,커피 전문점,용산2가동,용산동2가,서울특별시 용산구 용산동2가 31-2,서울특별시 용산구 신흥로15길 20,126.985664182831,37.5441364899014
달콤한순영씨네,,카페,커피 전문점,낙성대동,봉천동,서울특별시 관악구 봉천동 1595-9,서울특별시 관악구 관악로 106,126.953184490396,37.4746435074918
컴포즈커피강일리버파크점,,카페,커피 전문점,강일동,강일동,서울특별시 강동구 강일동 675-1,서울특별시 강동구 아리수로93길 27,127.173797947816,37.5656151686338
감성커피노원롯데,캐슬점,카페,커피 전문점,상계3.4동,상계동,서울특별시 노원구 상계동 95-3,서울특별시 노원구 덕릉로 753,127.07696120106,37.6653187961119
