상호명,지점명,상권업종소분류명,표준산업분류명,행정동명,법정동명,지번주소,도로명주소,경도,위도
슬로우모션,,카페,커피 전문점,중앙동,봉천동,서울특별시 관악구 봉천동 860-6,서울특별시 관악구 봉천로 473-9,126.952823026917,37.4827227466089
수수授受,,카페,기타 비알코올 음료점업,능동,능동,서울특별시 광진구 능동 257-2,서울특별시 광진구 능동로36길 186,127.088269832264,37.5523979794145
청복,,카페,기타 비알코올 음료점업,위례동,장지동,서울특별시 송파구 장지동 880-1,서울특별시 송파구 위례광장로 199,127.142747106055,37.4816764044209
어번던트,,카페,커피 전문점,중곡2동,중곡동,서울특별시 광진구 중곡동 139-2,서울특별시 광진구 천호대로111길 20,127.082507019552,37.5571919805524
미스터고트,,카페,커피 전문점,내곡동,신원동,서울특별시 서초구 신원동 216-18,서울특별시 서초구 청룡마을길 13,127.058387991728,37.4464063855029
카페로마,,카페,커피 전문점,정릉3동,정릉동,서울특별시 성북구 정릉동 900-4,서울특별시 성북구 정릉로10길 56,126.999278728307,37.6074967650323
박스글로벌,,카페,자동차 중고 부품 및 내장품 판매업,서초4동,서초동,서울특별시 서초구 서초동 1316-5,서울특별시 서초구 서초대로 397,127.024498668666,37.4974288106161
폴드,,카페,커피 전문점,노량진1동,노량진동,서울특별시 동작구 노량진동 124-8,서울특별시 동작구 만양로14가길 8,126.945266336832,37.5119306185222
웨이크업커피,,카페,커피 전문점,논현2동,논현동,서울특별시 강남구 논현동 86-4,서울특별시 강남구 논현로132길 15,127.031789158713,37.5152485674694
메르시쿠키,,카페,커피 전문점,한강로동,한강로3가,서울특별시 용산구 한강로3가 65-508,서울특별시 용산구 한강대로10길 11-44,126.964695796483,37.5244558845879
이디야상계동점,,카페,커피 전문점,상계5동,상계동,서울특별시 노원구 상계동 456-132,서울특별시 노원구 한글비석로52길 8,127.066459524643,37.6648757338893
카페301,,카페,커피 전문점,반포본동,반포동,서울특별시 서초구 반포동 1313,서울특별시 서초구 신반포로3길 8,126.986888702123,37.5021311091057
더크림,,카페,커피 전문점,장안2동,장안동,서울특별시 동대문구 장안동 330-9,서울특별시 동대문구 장한로28길 18,127.072986763109,37.5728499182806
너를봄,,카페,커피 전문점,대림3동,대림동,서울특별시 영등포구 대림동 783,서울특별시 영등포구 도신로4길 11,126.895986317223,37.5024968665777
카페,,카페,커피 전문점,둔촌2동,둔촌동,서울특별시 강동구 둔촌동 439-3,서울특별시 강동구 양재대로 1414,127.138368588125,37.5321039788975
만랩커피,,카페,커피 전문점,대치2동,대치동,서울특별시 강남구 대치동 976-8,서울특별시 강남구 삼성로72길 64,127.063349041731,37.50078881221
달지게스트하우스,,카페,커피 전문점,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 233,서울특별시 종로구 종로17길 46,126.988329370639,37.5721637841259
카페트리니티블랙,,카페,커피 전문점,가산동,가산동,서울특별시 금천구 가산동 429-1,서울특별시 금천구 가산디지털2로 108,126.880644262997,37.4778890981062
떼루와,,카페,커피 전문점,반포4동,반포동,서울특별시 서초구 반포동 113-2,서울특별시 서초구 사평대로 58,126.990858574804,37.4979211340621
오타르,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 169-2,서울특별시 종로구 수표로28길 27,126.990062054751,37.5729535159087
아이조아펫파크서울점,,카페,커피 전문점,이태원1동,이태원동,서울특별시 용산구 이태원동 44-82,서울특별시 용산구 녹사평대로32길 28,126.990256619448,37.5333723037978
제일커피,,카페,커피 전문점,사당4동,사당동,서울특별시 동작구 사당동 268-20,서울특별시 동작구 사당로14길 19,126.971688160038,37.4831677763305
이디야커피도봉보건소,,카페,커피 전문점,쌍문2동,쌍문동,서울특별시 도봉구 쌍문동 651,서울특별시 도봉구 해등로 157,127.038805564334,37.6567786057376
듀드롭S,,카페,커피 전문점,정릉2동,정릉동,서울특별시 성북구 정릉동 227-72,서울특별시 성북구 서경로 79,127.01449748583,37.6103099286192
썬즈,,카페,커피 전문점,문정2동,문정동,서울특별시 송파구 문정동 652-2,서울특별시 송파구 송파대로 145,127.122996145104,37.4834236836035
카페루나,,카페,커피 전문점,녹번동,녹번동,서울특별시 은평구 녹번동 137-32,서울특별시 은평구 진흥로12길 28,126.926288335173,37.6064137371337
보그너커피,,카페,커피 전문점,중곡3동,중곡동,서울특별시 광진구 중곡동 166-12,서울특별시 광진구 능동로 399,127.083454390879,37.5648582596692
밥장인&매머드퇴계로점,,카페,기타 비알코올 음료점업,광희동,쌍림동,서울특별시 중구 쌍림동 25-12,서울특별시 중구 퇴계로53길 10,127.003922462373,37.5641509559802
"카페,오늘",,카페,커피 전문점,신대방2동,신대방동,서울특별시 동작구 신대방동 724,서울특별시 동작구 여의대방로22길 121,126.925091378122,37.4982150166568
문카페,,카페,커피 전문점,광희동,충무로4가,서울특별시 중구 충무로4가 306,서울특별시 중구 퇴계로 235,126.997809490007,37.562504374962
이시스커피,,카페,커피 전문점,신정4동,신정동,서울특별시 양천구 신정동 992-2,서울특별시 양천구 오목로 232,126.863185685679,37.5257569630049
필쓰,,카페,커피 전문점,풍납2동,풍납동,서울특별시 송파구 풍납동 299-1,서울특별시 송파구 한가람로 402,127.111475491462,37.5338870266659
카페차이수서로즈데일점,,카페,기타 비알코올 음료점업,수서동,수서동,서울특별시 강남구 수서동 724,서울특별시 강남구 광평로 280,127.103094324391,37.4873110374136
커피디미방,,카페,커피 전문점,정릉4동,정릉동,서울특별시 성북구 정릉동 239,서울특별시 성북구 솔샘로25길 28,127.006946269606,37.618572202239
코드카페,,카페,커피 전문점,여의동,여의도동,서울특별시 영등포구 여의도동 8,서울특별시 영등포구 여의서로 60-2,126.923391369481,37.5315382008589
머씨커피,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 394-51,서울특별시 마포구 양화로8길 32-10,126.915992188281,37.5494913258945
손,,카페,커피 전문점,한강로동,한강로2가,서울특별시 용산구 한강로2가 76-2,서울특별시 용산구 한강대로40길 33,126.971177977787,37.5302431886956
보이드블랭킷,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 396-54,서울특별시 마포구 독막로3길 24-9,126.917421974077,37.5492251217052
맥코이한남,,카페,커피 전문점,한남동,한남동,서울특별시 용산구 한남동 729-59,서울특별시 용산구 한남대로27가길 34,127.002536315525,37.5382161741494
미크컴퍼니,,카페,커피 전문점,성수1가2동,성수동1가,서울특별시 성동구 성수동1가 656-974,서울특별시 성동구 아차산로1가길 11,127.046817738535,37.5485294990102
더벤티면목역점,,카페,커피 전문점,면목본동,면목동,서울특별시 중랑구 면목동 105-8,서울특별시 중랑구 겸재로 190-1,127.088804542144,37.588408004032
회화나무,,카페,커피 전문점,가회동,원서동,서울특별시 종로구 원서동 152,서울특별시 종로구 창덕궁길 35,126.989107410453,37.579090443215
컴포즈커피,,카페,커피 전문점,합정동,합정동,서울특별시 마포구 합정동 414-16,서울특별시 마포구 양화로6길 14,126.914898900723,37.5491839405344
카페수달하다,,카페,커피 전문점,중곡1동,중곡동,서울특별시 광진구 중곡동 635-1,서울특별시 광진구 동일로62길 14,127.074892883419,37.5596915465918
잇다,,카페,커피 전문점,다산동,신당동,서울특별시 중구 신당동 355-19,서울특별시 중구 동호로 193-12,127.009500587034,37.5549171269316
커피보급수혈,,카페,커피 전문점,창5동,창동,서울특별시 도봉구 창동 254-36,서울특별시 도봉구 노해로63가길 10,127.04521077995,37.6530913379307
주고쥬스,,카페,기타 비알코올 음료점업,후암동,후암동,서울특별시 용산구 후암동 255-23,서울특별시 용산구 두텁바위로 59,126.978779473089,37.5461225191923
커피볶는카페어썸,,카페,커피 전문점,염창동,염창동,서울특별시 강서구 염창동 272-9,서울특별시 강서구 공항대로 549,126.867058351273,37.5502032744875
나눔과섬김,,카페,커피 전문점,여의동,여의도동,서울특별시 영등포구 여의도동 11,서울특별시 영등포구 국회대로76길 15,126.923173404266,37.530959546289
투썸플레이스영등포당산아리,,카페,커피 전문점,당산2동,당산동,서울특별시 영등포구 당산동 121-61,서울특별시 영등포구 버드나루로 129,126.907183385763,37.5296232839329
가배살롱,,카페,커피 전문점,가락1동,가락동,서울특별시 송파구 가락동 913,서울특별시 송파구 송파대로 345,127.102518841,37.4976057949232
아마스빈동덕여대점,,카페,기타 비알코올 음료점업,월곡2동,하월곡동,서울특별시 성북구 하월곡동 21-78,서울특별시 성북구 화랑로13길 28,127.042263523491,37.6045916750418
두란노커피,,카페,제과점업,길동,길동,서울특별시 강동구 길동 355-6,서울특별시 강동구 천중로52길 27,127.143940719317,37.5395511913471
릴리앤리야,,카페,커피 전문점,가양3동,가양동,서울특별시 강서구 가양동 1487,서울특별시 강서구 허준로 217,126.862877404742,37.5609574720361
커피체리,,카페,커피 전문점,가양1동,마곡동,서울특별시 강서구 마곡동 791-5,서울특별시 강서구 마곡중앙8로5길 11,126.837079015365,37.5618955275336
매머드익스프레스삼성현백사옥점,,카페,커피 전문점,대치2동,대치동,서울특별시 강남구 대치동 945-20,서울특별시 강남구 영동대로85길 20,127.06166508028,37.507019770485
컴어크로스,,카페,커피 전문점,송천동,미아동,서울특별시 강북구 미아동 311-14,서울특별시 강북구 삼양로54길 124,127.02473668731,37.6232978458654
지피피엘,,카페,커피 전문점,서교동,노고산동,서울특별시 마포구 노고산동 54-21,서울특별시 마포구 신촌로14길 11,126.933811151397,37.5554202323739
달리는커피,,카페,커피 전문점,면목본동,면목동,서울특별시 중랑구 면목동 114-6,서울특별시 중랑구 면목로 382,127.088505321101,37.5860179220203
카페윤슬,,카페,커피 전문점,천호2동,천호동,서울특별시 강동구 천호동 456-9,서울특별시 강동구 천호대로 991,127.122648215393,37.5392507467664
79파운야드,,카페,커피 전문점,합정동,합정동,서울특별시 마포구 합정동 411-1,서울특별시 마포구 양화로6길 80,126.91853258604,37.5483342597893
레이어57,,카페,커피 전문점,성수2가3동,성수동2가,서울특별시 성동구 성수동2가 276-8,서울특별시 성동구 성수이로20길 57,127.063024843102,37.5420995719183
해월동,,카페,기타 비알코올 음료점업,압구정동,신사동,서울특별시 강남구 신사동 603-2,서울특별시 강남구 논현로 848,127.028817780039,37.5245680818429
공차사가정역점,,카페,기타 비알코올 음료점업,면목7동,면목동,서울특별시 중랑구 면목동 634-4,서울특별시 중랑구 면목로 313,127.087989034205,37.5800760374712
투썸플레이스,,카페,커피 전문점,서초1동,서초동,서울특별시 서초구 서초동 1673-2,서울특별시 서초구 서초대로 304,127.014922352013,37.4937901777138
커피타다,,카페,커피 전문점,구의1동,구의동,서울특별시 광진구 구의동 237-49,서울특별시 광진구 자양로28길 19,127.085371638014,37.5422837856386
메가엠지씨커피방학역점,,카페,커피 전문점,방학1동,방학동,서울특별시 도봉구 방학동 715-9,서울특별시 도봉구 도봉로150길 40,127.045354542192,37.6657610151663
피유,,카페,커피 전문점,사직동,체부동,서울특별시 종로구 체부동 18-5,서울특별시 종로구 자하문로7길 21,126.97056774889,37.5787319880166
메가커피이수,,카페,커피 전문점,사당2동,사당동,서울특별시 동작구 사당동 132-8,서울특별시 동작구 동작대로27길 20,126.980876711147,37.4876265147954
더벤티을지로,,카페,커피 전문점,을지로동,저동2가,서울특별시 중구 저동2가 17-8,서울특별시 중구 마른내로 19,126.990147559684,37.5649439844686
컴포즈커피,,카페,커피 전문점,발산1동,마곡동,서울특별시 강서구 마곡동 799-4,서울특별시 강서구 공항대로 200,126.829450918454,37.5589548624832
땡큐다이아,,카페,커피 전문점,충현동,북아현동,서울특별시 서대문구 북아현동 1-954,서울특별시 서대문구 이화여대8길 123,126.950282819944,37.5631906315638
메가엠지씨커피상도,,카페,커피 전문점,상도2동,상도동,서울특별시 동작구 상도동 20-18,서울특별시 동작구 만양로 14,126.947364899309,37.5058672674373
어바웃랩,,카페,커피 전문점,월곡2동,하월곡동,서울특별시 성북구 하월곡동 21-1,서울특별시 성북구 장월로1마길 5,127.042659756089,37.6046039003321
모리,,카페,커피 전문점,인헌동,봉천동,서울특별시 관악구 봉천동 196-40,서울특별시 관악구 낙성대역길 111,126.964837006521,37.4740884009914
남산아래,,카페,커피 전문점,용산2가동,용산동2가,서울특별시 용산구 용산동2가 1-528,서울특별시 용산구 신흥로 94-1,126.984941404232,37.5456980974072
커피해빗,,카페,커피 전문점,성북동,성북동,서울특별시 성북구 성북동 133-68,서울특별시 성북구 성북로 53-27,127.001653023763,37.5925506313907
엠커피,,카페,커피 전문점,황학동,황학동,서울특별시 중구 황학동 950-1,서울특별시 중구 난계로 169-3,127.023163876048,37.5668526766483
꼬르소커피,,카페,커피 전문점,충현동,충정로2가,서울특별시 서대문구 충정로2가 124,서울특별시 서대문구 충정로 73,126.965907897538,37.5653018075215
다빈,,카페,커피 전문점,가양1동,마곡동,서울특별시 강서구 마곡동 758-1,서울특별시 강서구 마곡서로 168,126.825524960755,37.5689533448185
코스트파이브커피종로학원가점,,카페,커피 전문점,종로1.2.3.4가동,관철동,서울특별시 종로구 관철동 5-1,서울특별시 종로구 종로16길 12,126.988489339437,37.5695431240324
메가엠지씨커피은평,,카페,커피 전문점,신사1동,신사동,서울특별시 은평구 신사동 7-4,서울특별시 은평구 갈현로 44,126.910455719363,37.6017184179808
프루티프라이데이,,카페,커피 전문점,암사1동,암사동,서울특별시 강동구 암사동 457-34,서울특별시 강동구 고덕로20가길 29,127.135557306322,37.5541232525273
셀람,,카페,커피 전문점,성내2동,성내동,서울특별시 강동구 성내동 515-9,서울특별시 강동구 천호대로170길 96,127.131418800654,37.5313592548463
이디야영등포아크로,,카페,커피 전문점,영등포동,영등포동7가,서울특별시 영등포구 영등포동7가 203,서울특별시 영등포구 국회대로54길 10,126.906423210313,37.523570255397
훔볼트,,카페,커피 전문점,성수2가1동,성수동2가,서울특별시 성동구 성수동2가 325-17,서울특별시 성동구 성수이로 58,127.055536463153,37.5400846355103
플랫카페,,카페,커피 전문점,구의1동,구의동,서울특별시 광진구 구의동 635-2,서울특별시 광진구 자양로23길 73,127.083680928225,37.5435862143318
공간,,카페,커피 전문점,목4동,목동,서울특별시 양천구 목동 775-18,서울특별시 양천구 목동중앙서로9길 30,126.866652345688,37.5336653576738
절기,,카페,커피 전문점,역삼1동,역삼동,서울특별시 강남구 역삼동 681-16,서울특별시 강남구 봉은사로 306,127.040634759157,37.5090854534141
스피리타니아,,카페,커피 전문점,반포1동,반포동,서울특별시 서초구 반포동 703-2,서울특별시 서초구 신반포로 320,127.018746524556,37.510068007033
지앤엠성신여대,,카페,커피 전문점,동선동,동선동4가,서울특별시 성북구 동선동4가 17,서울특별시 성북구 아리랑로2길 5,127.016726033393,37.5933078930281
사이유지,,카페,커피 전문점,등촌1동,등촌동,서울특별시 강서구 등촌동 643-3,서울특별시 강서구 공항대로53가길 48,126.858966187968,37.5554324408922
프롬카페,,카페,커피 전문점,서원동,신림동,서울특별시 관악구 신림동 409-13,서울특별시 관악구 서원길 5,126.932939882788,37.4775530186016
카페레이나,,카페,커피 전문점,구로5동,구로동,서울특별시 구로구 구로동 108,서울특별시 구로구 공원로 41,126.889910671758,37.5003585128656
더플롯커피,,카페,커피 전문점,가양1동,마곡동,서울특별시 강서구 마곡동 759-3,서울특별시 강서구 마곡중앙로 161-17,126.825957727898,37.5680656306867
만랩커피당산,,카페,커피 전문점,당산2동,당산동4가,서울특별시 영등포구 당산동4가 47,서울특별시 영등포구 당산로 165,126.898023403031,37.5293309244353
카페11단지,,카페,커피 전문점,신정7동,신정동,서울특별시 양천구 신정동 325,서울특별시 양천구 목동동로 10,126.861298582711,37.5077450173174
리버브,,카페,커피 전문점,한강로동,한강로3가,서울특별시 용산구 한강로3가 65-339,서울특별시 용산구 한강대로10길 11-4,126.964339671377,37.5240292701984
고드핸즈,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 400-16,서울특별시 마포구 어울마당로5길 25-10,126.918703218599,37.5490566542462
사이드테이블,,카페,커피 전문점,연남동,연남동,서울특별시 마포구 연남동 229-32,서울특별시 마포구 동교로47길 3,126.924860174966,37.5631961180256
매머드익스프레스,,카페,커피 전문점,충현동,미근동,서울특별시 서대문구 미근동 215,서울특별시 서대문구 충정로6길 59,126.968026331625,37.5627163358065
에슬로우라운지,,카페,커피 전문점,대치2동,대치동,서울특별시 강남구 대치동 943-26,서울특별시 강남구 테헤란로86길 13,127.059453611474,37.5065876965825
디엠에이치커피,,카페,커피 전문점,구로4동,구로동,서울특별시 구로구 구로동 731-1,서울특별시 구로구 구로동로26길 8,126.884734309618,37.4902450828454
프로젝트비,,카페,기타 비알코올 음료점업,성수1가2동,성수동1가,서울특별시 성동구 성수동1가 656-1835,서울특별시 성동구 왕십리로16가길 24,127.045214623175,37.5508863048665
다이렉트커피,,카페,커피 전문점,신내1동,신내동,서울특별시 중랑구 신내동 478-22,서울특별시 중랑구 봉화산로56길 120,127.09709244227,37.6034470642931
맨토스파트너,,카페,커피 전문점,서교동,서교동,서울특별시 마포구 서교동 440-15,서울특별시 마포구 월드컵로16길 3,126.909736485734,37.5570835421791
히얼아이엠,,카페,커피 전문점,필동,필동2가,서울특별시 중구 필동2가 84-56,서울특별시 중구 퇴계로36나길 20,126.994252444697,37.5568245827479
카페글렌,,카페,커피 전문점,공덕동,공덕동,서울특별시 마포구 공덕동 31-1,서울특별시 마포구 만리재로 123,126.961218033096,37.5508890231501
달리는커피,,카페,커피 전문점,목5동,목동,서울특별시 양천구 목동 909-6,서울특별시 양천구 목동동로 431,126.884341596418,37.5371496278135
테이크잇이지,,카페,커피 전문점,성내1동,성내동,서울특별시 강동구 성내동 455,서울특별시 강동구 올림픽로48길 20,127.121104669331,37.5290393150765
커피생활,,카페,커피 전문점,응암2동,응암동,서울특별시 은평구 응암동 237-25,서울특별시 은평구 백련산로 91-12,126.922416636909,37.5937369641559
그린래빗,,카페,커피 전문점,방배본동,방배동,서울특별시 서초구 방배동 793-20,서울특별시 서초구 동광로19길 1,126.989449108362,37.492574852077
펀치오랩,,카페,커피 전문점,독산1동,독산동,서울특별시 금천구 독산동 1156,서울특별시 금천구 시흥대로 315,126.896246634182,37.4609790165811
씨멘트,,카페,커피 전문점,망원1동,망원동,서울특별시 마포구 망원동 410-10,서울특별시 마포구 희우정로20길 72,126.904250493218,37.5560866649712
라운지,,카페,커피 전문점,월계3동,월계동,서울특별시 노원구 월계동 38-30,서울특별시 노원구 화랑로45길 10-5,127.065782581537,37.6157638855165
엠제이에이치백그라운드,,카페,커피 전문점,인수동,수유동,서울특별시 강북구 수유동 542-4,서울특별시 강북구 인수봉로77길 14,127.009852935376,37.6445283867299
정성,,카페,커피 전문점,전농2동,전농동,서울특별시 동대문구 전농동 60-33,서울특별시 동대문구 전농로 156,127.05721087278,37.5787349554071
까페,,카페,커피 전문점,양재1동,우면동,서울특별시 서초구 우면동 787,서울특별시 서초구 양재대로2길 8,127.024446182443,37.4597191055916
탐앤탐스사가정역점,,카페,커피 전문점,면목3.8동,면목동,서울특별시 중랑구 면목동 496-17,서울특별시 중랑구 면목로45길 3-10,127.088167420919,37.5812307555888
컴포즈커피우,,카페,커피 전문점,발산1동,내발산동,서울특별시 강서구 내발산동 723,서울특별시 강서구 강서로 261,126.835998224008,37.5491532938976
코지커피앤니팅,,카페,커피 전문점,거여1동,거여동,서울특별시 송파구 거여동 178-103,서울특별시 송파구 거마로9길 7-11,127.144611133082,37.4957014635077
소프트커피,,카페,커피 전문점,송파1동,송파동,서울특별시 송파구 송파동 95-40,서울특별시 송파구 가락로 139,127.111147414648,37.5024106107644
에이밀,,카페,커피 전문점,군자동,군자동,서울특별시 광진구 군자동 476-2,서울특별시 광진구 군자로 180,127.078146248951,37.5565362885835
노란손수건,,카페,기타 비알코올 음료점업,연희동,연희동,서울특별시 서대문구 연희동 188-65,서울특별시 서대문구 연희맛로 18,126.92982423444,37.5667102174475
랭스터디카페우,,독서실/스터디 카페,커피 전문점,화곡3동,화곡동,서울특별시 강서구 화곡동 1006-10,서울특별시 강서구 강서로 239,126.835983786465,37.5471708787544
공차신정네거리역점,,카페,커피 전문점,신정1동,신정동,서울특별시 양천구 신정동 1031-8,서울특별시 양천구 중앙로 264,126.853262048816,37.5199664579114
더블에이치,,카페,커피 전문점,용신동,용두동,서울특별시 동대문구 용두동 712-68,서울특별시 동대문구 왕산로 106,127.035121529829,37.5779437565564
커피엣마켓,,카페,서양식 음식점업,황학동,황학동,서울특별시 중구 황학동 720,서울특별시 중구 퇴계로 433,127.019792766261,37.5658245754943
카페희다,,카페,커피 전문점,역삼2동,역삼동,서울특별시 강남구 역삼동 728-21,서울특별시 강남구 역삼로25길 16,127.039755819877,37.4973465720461
비바쥬스,,카페,기타 비알코올 음료점업,노량진2동,노량진동,서울특별시 동작구 노량진동 41-5,서울특별시 동작구 노량진로 110,126.938020825683,37.5131722126747
카페,,카페,커피 전문점,여의동,여의도동,서울특별시 영등포구 여의도동 47,서울특별시 영등포구 여의동로3길 10,126.925179339983,37.5181109160345
강동시니어상담카페,,카페,커피 전문점,천호3동,천호동,서울특별시 강동구 천호동 447-17,서울특별시 강동구 천호대로 1089,127.133078371911,37.5365615358794
더벤티논현역점,,카페,커피 전문점,잠원동,잠원동,서울특별시 서초구 잠원동 40-9,서울특별시 서초구 신반포로 329,127.019483546629,37.5107949696939
코코카페,,카페,커피 전문점,불광1동,불광동,서울특별시 은평구 불광동 221-3,서울특별시 은평구 불광로 137-7,126.93234130948,37.618731688786
마시그래이경희대점,,카페,커피 전문점,회기동,회기동,서울특별시 동대문구 회기동 33-1,서울특별시 동대문구 경희대로 20,127.052893349989,37.5933513650157
커피파로스,,카페,커피 전문점,대치4동,대치동,서울특별시 강남구 대치동 920-22,서울특별시 강남구 역삼로64길 26,127.053311978695,37.4994202902644
백미당딜리버리샵성산점,,카페,커피 전문점,성산1동,성산동,서울특별시 마포구 성산동 51-18,서울특별시 마포구 월드컵북로 126,126.912959369899,37.5642855178016
더치앤빈난향점,,카페,커피 전문점,난향동,신림동,서울특별시 관악구 신림동 667-5,서울특별시 관악구 난곡로 90,126.919180423574,37.463416603849
센터커피,,카페,커피 전문점,삼성1동,삼성동,서울특별시 강남구 삼성동 169-24,서울특별시 강남구 영동대로96길 26,127.064817124889,37.5109373298659
늘깨어있는,,카페,경영 컨설팅업,혜화동,혜화동,서울특별시 종로구 혜화동 27-1,서울특별시 종로구 창경궁로35길 63,127.002996645756,37.5885974144443
더제라,,카페,커피 전문점,가양1동,마곡동,서울특별시 강서구 마곡동 774-1,서울특별시 강서구 공항대로 209,126.830876012679,37.5597438702145
바이엠,,카페,커피 전문점,상도2동,상도동,서울특별시 동작구 상도동 32-6,서울특별시 동작구 상도로34길 1,126.946139150309,37.5045588283814
일레브커피,,카페,커피 전문점,삼선동,동소문동3가,서울특별시 성북구 동소문동3가 65-5,서울특별시 성북구 동소문로 52,127.011518429718,37.5906423676482
피치그레이,,카페,커피 전문점,송파1동,송파동,서울특별시 송파구 송파동 25,서울특별시 송파구 백제고분로41길 24,127.107257816011,37.5080219116123
더플레이그라운드,,카페,커피 전문점,성내3동,성내동,서울특별시 강동구 성내동 435-9,서울특별시 강동구 성안로 30,127.130289682987,37.5262870027096
누앙스미묘한차이,,카페,기타 비알코올 음료점업,청담동,청담동,서울특별시 강남구 청담동 99-1,서울특별시 강남구 압구정로72길 7,127.045270998369,37.52605381285
그린카페,,카페,커피 전문점,정릉1동,정릉동,서울특별시 성북구 정릉동 139-57,서울특별시 성북구 정릉로 272-10,127.013690588831,37.602797540806
러브이즈아트아틀리에,,카페,커피 전문점,서교동,동교동,서울특별시 마포구 동교동 177-9,서울특별시 마포구 신촌로2안길 48,126.929437068179,37.5565880442867
마린용리단길점,,카페,커피 전문점,한강로동,한강로2가,서울특별시 용산구 한강로2가 153-9,서울특별시 용산구 한강대로38가길 7-10,126.9701680073,37.529639695106
오아시스엉클,,카페,커피 전문점,장지동,문정동,서울특별시 송파구 문정동 112-8,서울특별시 송파구 송이로38길 8,127.133050870368,37.4861289977283
마샐,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,종로2가,서울특별시 종로구 종로2가 6,서울특별시 종로구 종로 51,126.983594194964,37.5707355059583
이디야숭인점,,카페,커피 전문점,숭인2동,숭인동,서울특별시 종로구 숭인동 1054,서울특별시 종로구 숭인동길 6,127.021582046881,37.5752823584031
블리스버거,,카페,커피 전문점,장안1동,장안동,서울특별시 동대문구 장안동 336,서울특별시 동대문구 장안벚꽃로 107,127.075069090487,37.5710731675187
이디야커피,,카페,커피 전문점,사당1동,사당동,서울특별시 동작구 사당동 1046-39,서울특별시 동작구 동작대로7길 100,126.977514179342,37.4771452351858
서현카페,,카페,커피 전문점,종로1.2.3.4가동,수송동,서울특별시 종로구 수송동 104,서울특별시 종로구 종로5길 86,126.979880053084,37.5741364342141
디카페,,카페,커피 전문점,면목3.8동,면목동,서울특별시 중랑구 면목동 20-9,서울특별시 중랑구 용마산로 421-1,127.096437705543,37.5892235620789
이제이스모자이크,,카페,커피 전문점,논현1동,논현동,서울특별시 강남구 논현동 16-30,서울특별시 강남구 도산대로8길 20,127.022214933274,37.5155841799246
크노파,,카페,커피 전문점,역삼2동,역삼동,서울특별시 강남구 역삼동 720-9,서울특별시 강남구 테헤란로38길 5,127.041634795459,37.5016418461573
소담,,카페,커피 전문점,중림동,중림동,서울특별시 중구 중림동 128-65,서울특별시 중구 중림로 45,126.968211446608,37.5575009225003
로스팅까페,,카페,커피 전문점,서초4동,서초동,서울특별시 서초구 서초동 1310-26,서울특별시 서초구 서운로 212,127.022429003229,37.501772805901
마프라오,,카페,커피 전문점,오류2동,오류동,서울특별시 구로구 오류동 283-8,서울특별시 구로구 서해안로 2211,126.832268097273,37.487170153169
인왕산대충유원지,,카페,커피 전문점,청운효자동,누하동,서울특별시 종로구 누하동 22,서울특별시 종로구 필운대로 46,126.968805572541,37.5800861861509
다온,,카페,커피 전문점,하계1동,하계동,서울특별시 노원구 하계동 115-15,서울특별시 노원구 공릉로65길 20,127.06998061587,37.6352054255836
고망고건대,,카페,기타 비알코올 음료점업,자양4동,자양동,서울특별시 광진구 자양동 8-22,서울특별시 광진구 아차산로30길 8,127.067595067381,37.5403967181158
카페타셋,,카페,커피 전문점,성내3동,성내동,서울특별시 강동구 성내동 446-17,서울특별시 강동구 성안로 18,127.129756827582,37.5254090515174
베브릿지을지로나라키움점,,카페,커피 전문점,명동,저동1가,서울특별시 중구 저동1가 1-2,서울특별시 중구 삼일대로 340,126.988165439749,37.5650351380426
설빙,,카페,기타 비알코올 음료점업,거여2동,거여동,서울특별시 송파구 거여동 37-3,서울특별시 송파구 오금로 507,127.145170854028,37.4932275905248
매머드익스프레스영등포리마크빌점,,카페,커피 전문점,영등포동,영등포동8가,서울특별시 영등포구 영등포동8가 29-8,서울특별시 영등포구 영중로 109,126.905255330558,37.5260733429146
카페나루,,카페,커피 전문점,도화동,마포동,서울특별시 마포구 마포동 350,서울특별시 마포구 마포대로4다길 18,126.943986059912,37.5361572956279
11월,,카페,커피 전문점,면목3.8동,면목동,서울특별시 중랑구 면목동 467-5,서울특별시 중랑구 면목로48길 68,127.092382659644,37.5818759534915
카페밀크콩하계점,,카페,커피 전문점,하계1동,하계동,서울특별시 노원구 하계동 115-13,서울특별시 노원구 공릉로59나길 48-8,127.070147182159,37.6354770496994
지임커피,,카페,커피 전문점,신월5동,신월동,서울특별시 양천구 신월동 59-13,서울특별시 양천구 남부순환로31길 29,126.829865196796,37.5389740691579
반달곰문화공간카페문베어JNK,,카페,기타 비알코올 음료점업,신촌동,창천동,서울특별시 서대문구 창천동 5-21,서울특별시 서대문구 명물길 66,126.939851393165,37.5588625341652
얼터너티브,,카페,커피 전문점,송파1동,송파동,서울특별시 송파구 송파동 131-25,서울특별시 송파구 백제고분로46길 26-1,127.113790947526,37.5074493760005
