상호명,지점명,상권업종소분류명,표준산업분류명,행정동명,법정동명,지번주소,도로명주소,경도,위도,url,운영시간
에일당,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 166-34,서울특별시 종로구 수표로28길 33-9,126.990065952274,37.5735031844492,https://place.map.kakao.com/1167226072,"['매일', '12:00 ~ 23:00', '매일 라스트오더', '~ 22:30', '(음식 주문)', '매일 라스트오더', '~ 20:00', '(커피 주문)']"
골목카페,,카페,커피 전문점,종로1.2.3.4가동,돈의동,서울특별시 종로구 돈의동 95,서울특별시 종로구 돈화문로9길 17,126.990804480783,37.5716263238049,https://place.map.kakao.com/302469493,[]
커피소,,카페,커피 전문점,종로1.2.3.4가동,종로3가,서울특별시 종로구 종로3가 171,서울특별시 종로구 종로 154-1,126.994728935882,37.5702181410353,https://place.map.kakao.com/1784160455,[]
커피베이하나손해보험점,,카페,커피 전문점,종로1.2.3.4가동,인의동,서울특별시 종로구 인의동 112-1,서울특별시 종로구 창경궁로 117,126.997082905963,37.5727971222649,https://place.map.kakao.com/272805531,"['월,토,일요일']"
헤르만의정원,,카페,커피 전문점,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 246,서울특별시 종로구 종로3길 17,126.978892919429,37.5709832679583,https://place.map.kakao.com/1024695063,"['월~금', '11:00 ~ 20:00', '토,일', '12:00 ~ 18:00']"
세운커피숍,,카페,커피 전문점,종로1.2.3.4가동,종로3가,서울특별시 종로구 종로3가 171,서울특별시 종로구 종로 154-1,126.994728935882,37.5702181410353,https://place.map.kakao.com/19036708,[]
마당공간,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 166-23,서울특별시 종로구 수표로28길 33-12,126.990188396917,37.5736574089471,https://place.map.kakao.com/1747532772,[]
매머드익스프레스종로,,카페,커피 전문점,종로1.2.3.4가동,종로3가,서울특별시 종로구 종로3가 19,서울특별시 종로구 종로 127,126.991621010391,37.5706781971534,https://place.map.kakao.com/343930974,"['월~금', '07:00 ~ 18:00', '토,일', '08:00 ~ 16:00']"
이원,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,인사동,서울특별시 종로구 인사동 220-2,서울특별시 종로구 종로11길 29,126.985529926185,37.5715721040829,https://place.map.kakao.com/705064576,[]
이디야종로,,카페,커피 전문점,종로1.2.3.4가동,종로2가,서울특별시 종로구 종로2가 6,서울특별시 종로구 종로 51,126.983594194964,37.5707355059583,https://place.map.kakao.com/10748907,"['월~금', '08:00 ~ 23:10', '토', '08:30 ~ 23:10', '일', '09:30 ~ 22:10', '공휴일', '08:30 ~ 23:10']"
빽다방종로관철점,,카페,커피 전문점,종로1.2.3.4가동,관철동,서울특별시 종로구 관철동 42-4,서울특별시 종로구 종로10길 21,126.984523560147,37.5689864732841,https://place.map.kakao.com/27098543,"['월~금', '07:30 ~ 22:30', '토', '08:30 ~ 22:30', '일', '11:00 ~ 21:00', '이용시 주의 사항', '연중무휴']"
라인업커피,,카페,커피 전문점,종로1.2.3.4가동,공평동,서울특별시 종로구 공평동 1,서울특별시 종로구 인사동5길 41,126.984156529791,37.5718396164835,https://place.map.kakao.com/1626506077,[]
솔방울1,,카페,커피 전문점,종로1.2.3.4가동,권농동,서울특별시 종로구 권농동 187-5,서울특별시 종로구 서순라길 89-15,126.991777747617,37.5741665666702,https://place.map.kakao.com/128489804,[]
엘스,,카페,커피 전문점,종로1.2.3.4가동,견지동,서울특별시 종로구 견지동 99-1,서울특별시 종로구 우정국로 42,126.983317990163,37.5727334386561,https://place.map.kakao.com/1613039118,[]
종묘전통다원,,카페,커피 전문점,종로1.2.3.4가동,봉익동,서울특별시 종로구 봉익동 38-4,서울특별시 종로구 서순라길 39,126.993399378128,37.5722792079237,https://place.map.kakao.com/2069498835,[]
하우종로,,카페,커피 전문점,종로1.2.3.4가동,종로3가,서울특별시 종로구 종로3가 10-5,서울특별시 종로구 종로 129,126.992009374992,37.5704202117411,https://place.map.kakao.com/272233098,[]
뜰과다원,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,관훈동,서울특별시 종로구 관훈동 15-3,서울특별시 종로구 인사동8길 6-4,126.985796364495,37.5736287671221,https://place.map.kakao.com/24879317,"['매일', '10:20 ~ 22:00']"
이슈,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 203,서울특별시 종로구 수표로 107-1,126.989207280962,37.5708647942734,https://place.map.kakao.com/12920922,[]
카페1993,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 131-2,서울특별시 종로구 삼일대로30길 34,126.989479413529,37.5741829562851,https://place.map.kakao.com/1314146271,[]
몬떼비서울,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,공평동,서울특별시 종로구 공평동 144,서울특별시 종로구 삼봉로 94,126.982220846913,37.5718319540652,https://place.map.kakao.com/583430247,"['월~금', '08:00 ~ 18:00', '토', '10:00 ~ 17:00', '휴무일', '일요일']"
공차,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 70,서울특별시 종로구 종로 33,126.981417776698,37.5709510178487,https://place.map.kakao.com/18284131,"['월~금', '10:00 ~ 22:00', '토,일', '09:00 ~ 22:00', '공휴일', '10:00 ~ 22:00', '이용시 주의 사항', '연중무휴']"
카페해오름,,카페,커피 전문점,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 288,서울특별시 종로구 삼일대로 428,126.987879877214,37.5727546183995,https://place.map.kakao.com/689788650,[]
커피팡,,카페,커피 전문점,종로1.2.3.4가동,봉익동,서울특별시 종로구 봉익동 10-1,서울특별시 종로구 율곡로10길 105,126.992224277182,37.5729539736493,https://place.map.kakao.com/20304514,[]
성북동커피,,카페,커피 전문점,종로1.2.3.4가동,서린동,서울특별시 종로구 서린동 136,서울특별시 종로구 종로 14,126.978841120047,37.5698024562943,https://place.map.kakao.com/21573953,"['월~금', '08:00 ~ 20:00', '휴무일', '토,일요일']"
세미다방,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,종로4가,서울특별시 종로구 종로4가 183,서울특별시 종로구 종로 191-3,126.999009624505,37.5709393078166,https://place.map.kakao.com/9151299,[]
영풍개발,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,서린동,서울특별시 종로구 서린동 33,서울특별시 종로구 청계천로 41,126.982159843769,37.5696599190406,https://place.map.kakao.com/21324921,[]
유담,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,관훈동,서울특별시 종로구 관훈동 118-17,서울특별시 종로구 인사동16길 15,126.984074228989,37.5753980194611,https://place.map.kakao.com/20059694,[]
초콜릿아일랜드인,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,와룡동,서울특별시 종로구 와룡동 74,서울특별시 종로구 돈화문로 72,126.991020817848,37.5748899427999,https://place.map.kakao.com/2014192733,"['월~금', '11:00 ~ 18:00', '토', '12:00 ~ 17:00', '이용시 주의 사항', '일요일 구정 추석 휴무']"
브라질카페꼬르꼬바두,,카페,커피 전문점,종로1.2.3.4가동,관수동,서울특별시 종로구 관수동 130-1,서울특별시 종로구 수표로 86-1,126.989835293633,37.5687887633128,https://place.map.kakao.com/1730321918,[]
식물,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 166-62,서울특별시 종로구 돈화문로11다길 46-1,126.989632287338,37.573760775484,https://place.map.kakao.com/26404597,"['매일', '12:00 ~ 23:00']"
요거트맨종로서적점,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,종로2가,서울특별시 종로구 종로2가 6,서울특별시 종로구 종로 51,126.983594194964,37.5707355059583,https://place.map.kakao.com/438210383,"['월~금', '11:00 ~ 20:30', '휴무일', '토,일요일']"
엠엠티에이치013,,카페,커피 전문점,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 17,서울특별시 종로구 종로5길 36,126.98054488939,37.5718715551658,https://place.map.kakao.com/1999161549,"['월~금', '07:00 ~ 17:00']"
윈윈커피,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,서린동,서울특별시 종로구 서린동 88,서울특별시 종로구 청계천로 35,126.981360631035,37.5693286507148,https://place.map.kakao.com/1672942719,"['월~금', '07:00 ~ 19:00', '토', '07:00 ~ 15:00', '휴무일', '일요일']"
두들,,카페,커피 전문점,종로1.2.3.4가동,인의동,서울특별시 종로구 인의동 28-25,서울특별시 종로구 창경궁로 112-15,126.998626065584,37.5725308994733,https://place.map.kakao.com/2052126771,[]
칸칸,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 33-21,서울특별시 종로구 삼일대로32가길 12-5,126.988578110195,37.5746978412139,https://place.map.kakao.com/185728310,"['월,화,수,금', '11:00 ~ 17:30', '토', '12:00 ~ 18:00', '일', '13:00 ~ 17:30', '휴무일', '목요일']"
소진담안녕인,,카페,제과점업,종로1.2.3.4가동,관훈동,서울특별시 종로구 관훈동 155-2,서울특별시 종로구 인사동길 49,126.983532304432,37.574456272108,https://place.map.kakao.com/1443952279,"['매일', '10:30 ~ 21:30', '이용시 주의 사항', '연중무휴']"
익선통하다,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 168-4,서울특별시 종로구 수표로28길 29,126.990118042747,37.5729990469546,https://place.map.kakao.com/582705364,"['매일', '12:00 ~ 22:00', '공휴일', '12:00 ~ 22:00']"
웰시커피,,카페,커피 전문점,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 108-1,서울특별시 종로구 돈화문로11길 44,126.988910292067,37.5727364171655,https://place.map.kakao.com/1200813909,"['매일', '08:00 ~ 23:00']"
참호도과자앤커피,,카페,커피 전문점,종로1.2.3.4가동,묘동,서울특별시 종로구 묘동 190-1,서울특별시 종로구 돈화문로 35-1,126.991596207841,37.5716781416005,https://place.map.kakao.com/371070576,"['월~금', '09:00 ~ 18:30', '휴무일', '토,일요일']"
이에프앤비,,카페,커피 전문점,종로1.2.3.4가동,관수동,서울특별시 종로구 관수동 130-1,서울특별시 종로구 수표로 86-1,126.989835293633,37.5687887633128,https://place.map.kakao.com/517588287,[]
제이스킹커피창덕궁점,,카페,커피 전문점,종로1.2.3.4가동,운니동,서울특별시 종로구 운니동 14,서울특별시 종로구 율곡로6길 11,126.989387750082,37.5767771694362,https://place.map.kakao.com/1039597,[]
빠숑숑,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 154-1,서울특별시 종로구 돈화문로11나길 26-6,126.99058141297,37.573895040976,https://place.map.kakao.com/1624282841,"['매일', '10:00 ~ 21:00', '이용시 주의 사항', '화덕빵 나오는 시간 11:20~']"
블란서미술관,,카페,커피 전문점,종로1.2.3.4가동,운니동,서울특별시 종로구 운니동 45-1,서울특별시 종로구 삼일대로32길 49-9,126.989580554617,37.5759138207574,https://place.map.kakao.com/1005510637,"['화~일', '12:00 ~ 22:00']"
카페운니,,카페,커피 전문점,종로1.2.3.4가동,운니동,서울특별시 종로구 운니동 57,서울특별시 종로구 삼일대로32길 57,126.990172707752,37.575657585979,https://place.map.kakao.com/1686323375,[]
이디야종로4가점,,카페,커피 전문점,종로1.2.3.4가동,인의동,서울특별시 종로구 인의동 19,서울특별시 종로구 김상옥로 1,126.997877277666,37.5734976706286,https://place.map.kakao.com/27522292,"['월~금', '07:30 ~ 22:40', '토', '10:00 ~ 21:40', '일', '10:00 ~ 20:40']"
선우,,카페,커피 전문점,종로1.2.3.4가동,수송동,서울특별시 종로구 수송동 58,서울특별시 종로구 삼봉로 81,126.981794436761,37.5723869222964,https://place.map.kakao.com/775885104,[]
등선재,,카페,커피 전문점,종로1.2.3.4가동,돈의동,서울특별시 종로구 돈의동 75-2,서울특별시 종로구 수표로26길 16-3,126.990029918079,37.5719801162372,https://place.map.kakao.com/608922241,"['매일', '11:00 ~ 21:00', '이용시 주의 사항', '설날, 추석 당일 휴무']"
꽃담,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,인사동,서울특별시 종로구 인사동 168,서울특별시 종로구 인사동길 19-2,126.986307604935,37.5726600339836,https://place.map.kakao.com/204990635,"['매일', '11:00 ~ 22:00', '이용시 주의 사항', '연중무휴']"
원남가베,,카페,커피 전문점,종로1.2.3.4가동,원남동,서울특별시 종로구 원남동 86-15,서울특별시 종로구 창경궁로 144,126.997650101926,37.5752437627502,https://place.map.kakao.com/195251041,[]
카페테리아피츠버그,,카페,커피 전문점,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 70,서울특별시 종로구 종로 33,126.981417776698,37.5709510178487,https://place.map.kakao.com/1928788017,"['월~금', '07:30 ~ 21:00', '토,일', '09:00 ~ 21:00']"
랑데자뷰,,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 17,서울특별시 종로구 종로3길 17,126.978892919429,37.5709832679583,https://place.map.kakao.com/2037247184,[]
쌈지안,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,관훈동,서울특별시 종로구 관훈동 44,서울특별시 종로구 인사동12길 12-4,126.985198466965,37.5743084198398,https://place.map.kakao.com/108620352,"['매일', '10:30 ~ 20:30', '공휴일', '10:30 ~ 20:30']"
다인茶人,,카페,커피 전문점,종로1.2.3.4가동,관훈동,서울특별시 종로구 관훈동 6,서울특별시 종로구 인사동길 28-1,126.986095553451,37.573270920817,https://place.map.kakao.com/1424960202,[]
일트,,카페,커피 전문점,종로1.2.3.4가동,원남동,서울특별시 종로구 원남동 150-6,서울특별시 종로구 율곡로 154,126.995906827117,37.5760759263563,https://place.map.kakao.com/1801219296,"['매일', '11:00 ~ 19:00', '공휴일', '11:00 ~ 19:00']"
매니비니,,카페,커피 전문점,종로1.2.3.4가동,와룡동,서울특별시 종로구 와룡동 33,서울특별시 종로구 율곡로10길 24,126.990909715054,37.5764117524182,https://place.map.kakao.com/1680283268,"['화~일', '10:00 ~ 19:30', '공휴일', '10:00 ~ 19:30', '휴무일', '월요일']"
커피나인종로구청,,카페,커피 전문점,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 4-3,서울특별시 종로구 삼봉로 66,126.980755531359,37.5721977487344,https://place.map.kakao.com/1215068070,"['월~금', '07:00 ~ 15:30', '토', '09:30 ~ 14:30', '휴무일', '일요일']"
두커피,,카페,커피 전문점,종로1.2.3.4가동,묘동,서울특별시 종로구 묘동 18,서울특별시 종로구 율곡로8길 101,126.991897961587,37.5728070208234,https://place.map.kakao.com/544428036,[]
매머드익스프레스종로르메이에르점,,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663,https://place.map.kakao.com/1549561100,[]
여여하다,,카페,커피 전문점,종로1.2.3.4가동,경운동,서울특별시 종로구 경운동 89-4,서울특별시 종로구 삼일대로 461,126.985848842339,37.5756024973128,https://place.map.kakao.com/289647366,"['월~토', '10:30 ~ 19:00', '공휴일', '10:30 ~ 19:00', '휴무일', '일요일']"
투썸플레이스종로,3가역점,카페,커피 전문점,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 197-2,서울특별시 종로구 수표로 106,126.989537234367,37.5707414731571,https://place.map.kakao.com/19615597,"['월~목', '08:00 ~ 22:00', '금', '08:00 ~ 23:00', '토', '09:00 ~ 23:00', '일', '09:00 ~ 22:00', '공휴일', '09:00 ~ 22:00']"
투썸플레이스,종로구청점,카페,커피 전문점,종로1.2.3.4가동,수송동,서울특별시 종로구 수송동 80-6,서울특별시 종로구 종로5길 58,126.980315823657,37.5728967632044,https://place.map.kakao.com/23258602,"['월~목', '07:00 ~ 23:00', '금', '07:00 ~ 24:00', '토', '09:00 ~ 24:00', '일', '11:00 ~ 22:00', '공휴일', '11:00 ~ 22:00']"
커피빈종각역점,코리아,카페,기타 비알코올 음료점업,종로1.2.3.4가동,관철동,서울특별시 종로구 관철동 16-5,서울특별시 종로구 종로 70,126.985156376254,37.5699019669231,https://place.map.kakao.com/389656301,"['월,화,수,목,일', '10:00 ~ 22:00', '금,토', '10:00 ~ 23:00']"
커피빈종로센트로폴리스점,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,공평동,서울특별시 종로구 공평동 17,서울특별시 종로구 우정국로 26,126.98353875646,37.5714828927813,https://place.map.kakao.com/30517766,"['월~금', '07:00 ~ 23:00', '토,일', '08:00 ~ 22:00']"
커피빈종로구청앞점,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 184-1,서울특별시 종로구 종로3길 34,126.97946957868,37.5718622640862,https://place.map.kakao.com/169252831,"['월~금', '07:00 ~ 22:00', '토,일', '09:00 ~ 22:00']"
커피빈인사점,코리아,카페,기타 비알코올 음료점업,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 272,서울특별시 종로구 인사동4길 18,126.987322063474,37.572984105237,https://place.map.kakao.com/8103497,"['월~금', '06:30 ~ 22:30', '토,일', '07:00 ~ 22:30', '공휴일', '07:00 ~ 22:30']"
커피빈광화문점,코리아,카페,기타 비알코올 음료점업,종로1.2.3.4가동,서린동,서울특별시 종로구 서린동 136,서울특별시 종로구 종로 14,126.978841120047,37.5698024562943,https://place.map.kakao.com/10826403,"['월~금', '07:00 ~ 23:00', '토', '07:30 ~ 23:00', '일', '09:00 ~ 23:00', '공휴일', '09:00 ~ 23:00']"
투썸플레이스종로알파빌딩점,,카페,커피 전문점,종로1.2.3.4가동,서린동,서울특별시 종로구 서린동 70,서울특별시 종로구 종로 34,126.981093428371,37.5698309278738,https://place.map.kakao.com/323328500,"['월~금', '07:00 ~ 23:00', '토,일', '08:00 ~ 22:00', '공휴일', '08:00 ~ 22:00']"
투썸플레이스서린동청계,광장점,카페,커피 전문점,종로1.2.3.4가동,서린동,서울특별시 종로구 서린동 127,서울특별시 종로구 청계천로 17,126.979480624445,37.5693935074312,https://place.map.kakao.com/1378292261,"['월~금', '07:00 ~ 23:00', '토,일', '08:00 ~ 23:00']"
커피빈종로관철동점,코리아,카페,기타 비알코올 음료점업,종로1.2.3.4가동,관철동,서울특별시 종로구 관철동 11-4,서울특별시 종로구 청계천로 83,126.986715259806,37.5684736910396,https://place.map.kakao.com/10827907,"['월~금', '07:00 ~ 24:00', '토,일', '08:00 ~ 24:00', '공휴일', '08:00 ~ 24:00']"
컴포즈커피종로,3가점,카페,커피 전문점,종로1.2.3.4가동,종로3가,서울특별시 종로구 종로3가 19,서울특별시 종로구 종로 127-1,126.99165508862,37.5706694778224,https://place.map.kakao.com/249179932,"['월~금', '08:00 ~ 23:00', '토,일', '09:00 ~ 23:00']"
비하인드미,,카페,커피 전문점,종로1.2.3.4가동,원남동,서울특별시 종로구 원남동 118-1,서울특별시 종로구 창경궁로 158,126.997554680431,37.5764503480176,https://place.map.kakao.com/397457481,[]
오프커피,종로점,카페,커피 전문점,종로1.2.3.4가동,관철동,서울특별시 종로구 관철동 7-18,서울특별시 종로구 삼일대로15길 8,126.986992245186,37.5689175786157,https://place.map.kakao.com/791372561,"['월~금', '07:30 ~ 19:00', '토', '10:30 ~ 18:00']"
티로아,,카페,커피 전문점,종로1.2.3.4가동,관훈동,서울특별시 종로구 관훈동 155-2,서울특별시 종로구 인사동길 49,126.983532304432,37.574456272108,https://place.map.kakao.com/178186810,"['매일', '10:30 ~ 20:30']"
폼드팡베이커리,,빵/도넛,커피 전문점,종로1.2.3.4가동,중학동,서울특별시 종로구 중학동 14,서울특별시 종로구 율곡로 6,126.979760355709,37.5754419082509,https://place.map.kakao.com/1574589270,"['월~금', '07:30 ~ 20:00', '토,일', '09:30 ~ 20:00']"
라르티스타,,카페,커피 전문점,종로1.2.3.4가동,묘동,서울특별시 종로구 묘동 128-1,서울특별시 종로구 돈화문로 60,126.991363181074,37.5738476607558,https://place.map.kakao.com/1337001435,[]
이디야커피,,카페,커피 전문점,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 45-3,서울특별시 종로구 삼일대로 436-1,126.988004369724,37.573593653983,https://place.map.kakao.com/10748907,"['월~금', '08:00 ~ 23:10', '토', '08:30 ~ 23:10', '일', '09:30 ~ 22:10', '공휴일', '08:30 ~ 23:10']"
그리너리,광화문점,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663,https://place.map.kakao.com/2041202767,"['월~토', '08:30 ~ 21:00']"
스프링어텀,,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663,https://place.map.kakao.com/1871552294,"['월~금', '10:00 ~ 20:00', '휴무일', '토,일요일']"
카페기억,,카페,커피 전문점,종로1.2.3.4가동,와룡동,서울특별시 종로구 와룡동 12-2,서울특별시 종로구 율곡로 102,126.99064912652,37.5772655132977,https://place.map.kakao.com/349429037,"['매일', '10:00 ~ 22:00', '공휴일', '10:00 ~ 22:00']"
종로식품사업부더쌍화,강남한의원,카페,커피 전문점,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 213-2,서울특별시 종로구 수표로 115-4,126.988881215528,37.5715377830822,https://place.map.kakao.com/2047438660,[]
까페오렌지,,카페,커피 전문점,종로1.2.3.4가동,관수동,서울특별시 종로구 관수동 20,서울특별시 종로구 수표로 96,126.990004104293,37.569700259994,https://place.map.kakao.com/16961708,[]
노네임청명,,카페,커피 전문점,종로1.2.3.4가동,관수동,서울특별시 종로구 관수동 125-1,서울특별시 종로구 청계천로 117,126.990732139981,37.5685982048438,https://place.map.kakao.com/514099356,[]
매머드익스프레스종로창경궁로점,,카페,커피 전문점,종로1.2.3.4가동,인의동,서울특별시 종로구 인의동 111-7,서울특별시 종로구 창경궁로 113,126.997425140957,37.5726018000953,https://place.map.kakao.com/343930974,"['월~금', '07:00 ~ 18:00', '토,일', '08:00 ~ 16:00']"
투썸플레이스종각역점,,카페,커피 전문점,종로1.2.3.4가동,종로2가,서울특별시 종로구 종로2가 84-4,서울특별시 종로구 종로 72,126.985370944224,37.5699398529382,https://place.map.kakao.com/23258602,"['월~목', '07:00 ~ 23:00', '금', '07:00 ~ 24:00', '토', '09:00 ~ 24:00', '일', '11:00 ~ 22:00', '공휴일', '11:00 ~ 22:00']"
일호상회,,카페,커피 전문점,종로1.2.3.4가동,종로4가,서울특별시 종로구 종로4가 188,서울특별시 종로구 종로32길 2,127.000394996519,37.5706176609705,https://place.map.kakao.com/343468860,"['매일', '10:00 ~ 17:00']"
디저트플래넷디,타워점,카페,커피 전문점,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 246,서울특별시 종로구 종로3길 17,126.978892919429,37.5709832679583,https://place.map.kakao.com/514823043,"['월~금', '08:00 ~ 21:00', '토,일', '09:00 ~ 20:00']"
커피빈종로와이비엠별관점,,카페,커피 전문점,종로1.2.3.4가동,종로2가,서울특별시 종로구 종로2가 56-15,서울특별시 종로구 종로 98,126.988394402793,37.5698666855626,https://place.map.kakao.com/235197477,"['월~금', '07:00 ~ 23:00', '토,일', '08:00 ~ 22:00', '공휴일', '08:00 ~ 22:00']"
휴식,,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663,https://place.map.kakao.com/336819533,"['월~금', '07:30 ~ 20:00', '토', '11:30 ~ 20:00']"
청수당베이커리,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 142-1,서울특별시 종로구 돈화문로11나길 31-13,126.989630218042,37.5739139347741,https://place.map.kakao.com/78911659,"['매일', '10:30 ~ 21:00']"
카페아이엠티종로그랑서울점,,카페,커피 전문점,종로1.2.3.4가동,청진동,서울특별시 종로구 청진동 70,서울특별시 종로구 종로 33,126.981417776698,37.5709510178487,https://place.map.kakao.com/1281806734,"['월~금', '07:00 ~ 20:00', '일', '11:00 ~ 17:00', '휴무일', '토요일']"
요거앤라떼,,카페,기타 비알코올 음료점업,종로1.2.3.4가동,묘동,서울특별시 종로구 묘동 78,서울특별시 종로구 돈화문로8길 15,126.991988611061,37.5719608158324,https://place.map.kakao.com/21362522,"['월~금', '09:00 ~ 19:00', '토', '10:00 ~ 16:00']"
탐앤탐스커피종로5가점,,카페,커피 전문점,종로1.2.3.4가동,종로4가,서울특별시 종로구 종로4가 9-1,서울특별시 종로구 종로 193,126.999120161875,37.5711384743449,https://place.map.kakao.com/941584269,[]
빽다방종로르메이에르점,,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663,https://place.map.kakao.com/503874739,"['월~금', '07:00 ~ 22:00', '토,일', '08:00 ~ 22:00', '이용시 주의 사항', '연중무휴']"
메가엠지씨커피광장시장남2문점,,카페,커피 전문점,종로1.2.3.4가동,예지동,서울특별시 종로구 예지동 269-43,서울특별시 종로구 청계천로 203-1,127.00020462377,37.5696158916619,https://place.map.kakao.com/1680229895,"['월~토', '08:00 ~ 18:00', '휴무일', '일요일']"
센트럴커피웍스,,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663,https://place.map.kakao.com/68052164,"['월~금', '07:00 ~ 19:00', '토', '11:00 ~ 18:00', '휴무일', '일요일']"
몽블랑솜익선동카페,,카페,커피 전문점,종로1.2.3.4가동,익선동,서울특별시 종로구 익선동 166-24,서울특별시 종로구 수표로28길 33-10,126.990178780739,37.5735311809113,https://place.map.kakao.com/798183382,"['매일', '11:30 ~ 22:30']"
매머드익스프레스종로YBM점,,카페,커피 전문점,종로1.2.3.4가동,종로2가,서울특별시 종로구 종로2가 55-1,서울특별시 종로구 종로 104,126.989095071749,37.5699537813745,https://place.map.kakao.com/1966930918,"['매일', '07:00 ~ 20:30', '매일 라스트오더', '~ 20:00']"
메가엠지씨커피종로낙원점,,카페,커피 전문점,종로1.2.3.4가동,낙원동,서울특별시 종로구 낙원동 9,서울특별시 종로구 삼일대로 438,126.987888615651,37.573781880223,https://place.map.kakao.com/764695695,"['월~금', '07:00 ~ 23:00', '토', '07:30 ~ 23:00', '일', '08:00 ~ 22:30']"
자마이카커피,,카페,커피 전문점,종로1.2.3.4가동,종로1가,서울특별시 종로구 종로1가 24,서울특별시 종로구 종로 19,126.979902392746,37.5708388183663,https://place.map.kakao.com/1331399054,[]
메가엠지씨커피종로,3가역점,카페,커피 전문점,종로1.2.3.4가동,묘동,서울특별시 종로구 묘동 204-1,서울특별시 종로구 돈화문로 27,126.991865776239,37.5709956522853,https://place.map.kakao.com/883295764,[]
